"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","latCost","actCost","totCost"
2966787,2955824,10948,0,8,7,489425,443519,45829,12,47,18,2.20522e+09,5.73708e+09,7.9423e+09
2967998,2957047,10937,0,8,6,489827,443923,45827,14,47,16,2.20824e+09,5.74392e+09,7.95216e+09
2969210,2958292,10904,0,9,5,490234,444341,45816,14,48,15,2.21114e+09,5.75183e+09,7.96298e+09
2970419,2959525,10881,0,9,4,490635,444740,45818,15,47,15,2.21265e+09,5.75856e+09,7.97121e+09
2971628,2960768,10847,0,8,5,491030,445145,45809,14,47,15,2.21531e+09,5.76581e+09,7.98111e+09
2972841,2962013,10816,0,7,5,491432,445525,45833,15,45,14,2.21866e+09,5.772e+09,7.99065e+09
2974050,2963255,10782,0,9,4,491824,445918,45834,14,45,13,2.22477e+09,5.77861e+09,8.00338e+09
2975262,2964494,10755,0,9,4,492225,446320,45837,12,41,15,2.22626e+09,5.78539e+09,8.01165e+09
2976474,2965745,10716,0,9,4,492636,446702,45863,12,45,14,2.22695e+09,5.79212e+09,8.01907e+09
2977682,2966999,10670,0,9,4,493035,447119,45846,10,45,15,2.23074e+09,5.80034e+09,8.03108e+09
2978899,2968251,10634,0,10,4,493439,447510,45863,11,40,15,2.23361e+09,5.80717e+09,8.04078e+09
2980116,2969498,10605,0,9,4,493837,447899,45871,11,41,15,2.23624e+09,5.81387e+09,8.0501e+09
2981333,2970740,10580,0,9,4,494238,448295,45874,13,40,16,2.23692e+09,5.82059e+09,8.05752e+09
2982550,2971994,10543,0,9,4,494651,448683,45897,14,40,17,2.24035e+09,5.82787e+09,8.06821e+09
2983766,2973245,10509,0,8,4,495059,449087,45903,11,41,17,2.24217e+09,5.83496e+09,8.07713e+09
2984984,2974510,10462,0,8,4,495461,449498,45895,11,38,19,2.24627e+09,5.84285e+09,8.08912e+09
2986201,2975755,10434,0,8,4,495866,449860,45938,12,37,19,2.25001e+09,5.84809e+09,8.09811e+09
2987417,2977008,10397,0,8,4,496264,450247,45944,8,45,20,2.25001e+09,5.85481e+09,8.10483e+09
2988635,2978260,10364,0,8,3,496664,450647,45943,10,46,18,2.25364e+09,5.86169e+09,8.11533e+09
2989856,2979509,10336,0,8,3,497051,451063,45919,9,43,17,2.25692e+09,5.86895e+09,8.12587e+09
2991076,2980761,10304,0,8,3,497449,451457,45921,11,43,17,2.2576e+09,5.87602e+09,8.13362e+09
2992300,2982019,10271,0,8,2,497840,451838,45930,10,45,17,2.26166e+09,5.88219e+09,8.14385e+09
2993519,2983267,10242,0,8,2,498238,452243,45923,10,46,16,2.26413e+09,5.88908e+09,8.15321e+09
2994743,2984527,10205,0,9,2,498646,452637,45938,9,46,16,2.26751e+09,5.89569e+09,8.1632e+09
2995966,2985773,10179,0,12,2,499048,453017,45966,8,42,15,2.2711e+09,5.9015e+09,8.1726e+09
2997189,2987030,10144,0,13,2,499455,453403,45987,7,44,14,2.27289e+09,5.90773e+09,8.18062e+09
2998411,2988283,10112,1,12,3,499847,453785,45999,6,43,14,2.27659e+09,5.91406e+09,8.19065e+09
2999638,2989532,10094,1,11,0,500251,454197,45991,7,43,13,2.28061e+09,5.92106e+09,8.20167e+09
3000868,2990784,10073,1,10,0,500656,454587,46002,9,43,15,2.28273e+09,5.92776e+09,8.21049e+09
3002094,2992042,10042,0,10,0,501058,454991,46001,9,42,15,2.28563e+09,5.9347e+09,8.22033e+09
3003322,2993301,10011,0,8,2,501468,455384,46019,9,41,15,2.29075e+09,5.94129e+09,8.23204e+09
3004550,2994562,9978,0,9,1,501872,455798,46007,11,40,16,2.29441e+09,5.949e+09,8.24341e+09
3005781,2995826,9945,0,9,1,502269,456208,45991,11,44,15,2.29552e+09,5.95611e+09,8.25164e+09
3007013,2997098,9903,0,9,3,502670,456604,45992,10,47,17,2.29696e+09,5.96367e+09,8.26064e+09
3008247,2998357,9876,0,10,4,503068,456990,46006,11,45,16,2.30393e+09,5.96973e+09,8.27366e+09
3009479,2999619,9847,0,9,4,503477,457391,46014,10,44,18,2.30791e+09,5.97644e+09,8.28435e+09
3010713,3000885,9817,0,8,3,503882,457792,46022,11,43,14,2.311e+09,5.98351e+09,8.29451e+09
3011943,3002139,9793,0,8,3,504291,458201,46023,10,43,14,2.31353e+09,5.99016e+09,8.30369e+09
3013173,3003395,9767,0,8,3,504700,458595,46037,11,43,14,2.31419e+09,5.99655e+09,8.31074e+09
3014408,3004664,9732,0,9,3,505097,458979,46050,11,42,15,2.31737e+09,6.00306e+09,8.32043e+09
3015645,3005925,9707,0,9,4,505495,459399,46029,12,42,13,2.32055e+09,6.01001e+09,8.33056e+09
3016886,3007194,9679,0,9,4,505895,459789,46037,14,40,15,2.32307e+09,6.01641e+09,8.33948e+09
3018121,3008456,9653,0,9,3,506299,460194,46034,13,43,15,2.32668e+09,6.02338e+09,8.35006e+09
3019362,3009719,9631,0,9,3,506697,460597,46033,11,44,12,2.32919e+09,6.02993e+09,8.35912e+09
